layer1,layer2,dropout1,dropout2,reg1,reg2,epochs,accuracy,f1,time
2048,128,0.2,0.2,0.0,0.0,50,0.9480498721227621,0.9480788654740783,1:29
2048,256,0.2,0.2,0.0,0.0,50,0.9460997442455243,0.9460382420234152,3:35
