layer1,layer2,dropout1,dropout2,reg1,reg2,epochs,accuracy,f1,time
1024,128,0.2,0.2,0.0,0.0,50,0.9437020460358057,0.9438433053121831,22:51
1024,256,0.2,0.2,0.0,0.0,50,0.9471547314578006,0.947138282633305,23:17
1024,512,0.2,0.2,0.0,0.0,50,0.9480818414322251,0.9480617940946094,23:48
