layer1,dropout1,epochs,filters,kernel_size,strides,pool_size,accuracy,f1,time
512,0.2,50,32,(3, 3),(1, 1),(3, 3),0.9788682864450128,0.9788958327721881,1:17
1024,0.2,50,32,(3, 3),(1, 1),(3, 3),0.978804347826087,0.9788089847953814,4:58
