epoch,acc,loss,val_acc,val_loss
0,0.8451406649616369,0.537388105370352,0.9212915600718135,0.2526523068966463
1,0.9356457800511508,0.20832361778973238,0.9537723784861357,0.14993705652044403
2,0.9527493606138108,0.14984673762889317,0.9565217390999464,0.13907009452829122
3,0.9603900255754476,0.12112159471615883,0.9627237851357521,0.1210890049500691
4,0.9700447570332481,0.0926441792615444,0.9625319693094629,0.12823946991663837
5,0.9734015345268542,0.08016477915978826,0.9702685421690002,0.09946554566797851
6,0.9773497442455243,0.06840814211155119,0.9693094629460893,0.1039630700467283
7,0.9789961636828645,0.0634699799213618,0.9664322250639387,0.11639561504250645
8,0.9808503836317135,0.05553616192193328,0.9750639385884375,0.09327764177508534
9,0.9816975703324808,0.05385660980677749,0.9740409206856242,0.09587638425714302
10,0.9851182864450128,0.04453824458219816,0.971483375928591,0.10847160012149812
11,0.9863331202046036,0.04096826139600505,0.9737851662404092,0.10637044787141638
12,0.9863810741687979,0.041023945126755765,0.9725063938618926,0.10371243706335673
13,0.9871323529411765,0.0377959910336265,0.9767263427109975,0.09284617275028574
14,0.9885230179028133,0.0342107558755896,0.9725063938314042,0.10854288189257483
15,0.9889226342710997,0.03317620096453878,0.9765984654731458,0.08920875942587833
16,0.9900895140664961,0.030414623911050757,0.9748081841432225,0.09650081276422894
17,0.9899136828644501,0.03015868876377181,0.9759590792838875,0.09865552063540765
18,0.9904891304347826,0.029634979104422896,0.9726342710997442,0.10766699642621522
19,0.9912404092071612,0.02646589288126931,0.9776214833759591,0.08831715680024972
20,0.991656010230179,0.024669483671853173,0.97423273657289,0.1055131098494896
21,0.9919277493606138,0.024922022410053455,0.9742966751918158,0.1030877179808586
22,0.9916719948849105,0.024229203586207133,0.9778132992327365,0.0909013760956692
23,0.992071611253197,0.02487207682701633,0.9770460358056265,0.09616940362627417
24,0.9929347826086956,0.02120508098330604,0.9783887468030691,0.09764612786976286
25,0.9918797953964195,0.02404419074967655,0.9768542199488491,0.09844729267261171
26,0.9923433503836318,0.022584039831904226,0.9787723784861357,0.09963359087406758
27,0.9929667519181585,0.02070322669111155,0.9770460358056265,0.09689907880480401
28,0.9932225063938619,0.019653775187344364,0.9791560102301791,0.0969137450963592
29,0.9933343989769821,0.019029974650482454,0.9804347826086957,0.09122631276833645
30,0.9935102301790282,0.019695557414807805,0.9771099744245524,0.09671529915589525
31,0.993925831202046,0.018281551837329987,0.9755115089514067,0.10680287376255267
32,0.99451726342711,0.016976756929641415,0.9794117647058823,0.09759136324605129
33,0.9938299232736573,0.01900118328856786,0.9778772378516624,0.10584725292748139
34,0.9944533248081842,0.01644468888169034,0.9779411764400999,0.09905607570090395
35,0.9945332480818414,0.015440481969601438,0.9800511508951406,0.09387480938867086
36,0.9945812020460358,0.0170050155226883,0.9786445012482841,0.10339568372234292
37,0.9947890025575448,0.015470833989721586,0.9738491048593351,0.13235439483949243
38,0.9949168797953964,0.015611853632744803,0.9793478260564682,0.10364397325936299
39,0.9952365728900255,0.013929840253085251,0.9805626598160591,0.09691772363564717
40,0.9945812020460358,0.015878756972442412,0.9769820971562124,0.10384718733680308
41,0.9956521739130435,0.013240845101233351,0.9796675191815857,0.0983561001341667
42,0.9951886189258312,0.013616584493503555,0.9791560102301791,0.10307722861558581
43,0.9950127877237852,0.01429414941253375,0.9802429667214299,0.09590265657845051
44,0.9950607416879795,0.014005820858591322,0.9796035805321716,0.09859229167109577
45,0.9953484654731458,0.01311862619734681,0.9792838874375424,0.10281636154650838
46,0.9953005115089514,0.01397806420525186,0.9806265984349848,0.0931236121183698
47,0.9958599744245524,0.013129351454093005,0.9789002557544757,0.10566809619221625
48,0.9955242966751918,0.014562005296419187,0.9801790281329923,0.09771232228036458
49,0.9960997442455243,0.011753247865425509,0.9775575447570333,0.11377178502912742
50,0.9952205882352941,0.014091450653097378,0.9799872122762149,0.09804127744027565
51,0.9963235294117647,0.010294024168936577,0.9808823529411764,0.09661527004716618
52,0.9960997442455243,0.011034929713657018,0.9803708439897698,0.09475515927288863
53,0.9959398976982097,0.012606066803516074,0.9785166240409208,0.10064328042994988
54,0.9958120204603581,0.012567703984542879,0.9799872122457265,0.10626307896236353
55,0.9964194373401535,0.010662641361965083,0.9792838874680307,0.11399958953877878
56,0.9959718670076726,0.011651585541952572,0.9800511508951406,0.10178724131653169
57,0.9966592071611253,0.01031314124468124,0.9797314577700232,0.10963238830419282
58,0.9964194373401535,0.011560524502367298,0.9809462915601023,0.099312755057932
59,0.9966592071611253,0.009856439179188702,0.9820332480513532,0.09161820861642886
60,0.9965632992327366,0.009799393299528066,0.9792838874375424,0.10289546254927347
61,0.9965473145780052,0.010298885111411051,0.9792199488491049,0.10726588965161778
62,0.9964993606138107,0.010547669557472824,0.9797314577700232,0.10876087259529206
63,0.9967551150895141,0.009686208911963007,0.980690537084399,0.10098968834796822
64,0.9967551150895141,0.010345951572908187,0.9794117647058823,0.11379594291687392
65,0.9968829923273658,0.009155112134668457,0.9803708439592815,0.10873227515541303
66,0.9967391304347826,0.01068373699866096,0.9807544757033249,0.10008412960163687
67,0.9970428388746803,0.009844192548451694,0.9814578004810206,0.10232499691606102
68,0.9964354219948849,0.011046809608561184,0.9806905370539106,0.10560973109017201
69,0.9968510230179028,0.009761862291119555,0.9808184142917623,0.10810904584375754
70,0.9968030690537084,0.009384376525655809,0.9813938618620948,0.10376189994150707
71,0.9968670076726343,0.009113666022580558,0.9809462915601023,0.107293995378807
72,0.9968350383631713,0.008962107193648589,0.9820971866702789,0.09830484090553906
73,0.9971547314578005,0.009168647255630458,0.9812020460053174,0.10232447219204077
74,0.9972026854219949,0.008873444332135603,0.9803708439592815,0.10468037875936083
75,0.9973145780051151,0.008562067130313855,0.9820971866702789,0.10160750971231407
76,0.9969309462915601,0.009327203037975169,0.9810102301485398,0.09812801131999324
77,0.9968510230179028,0.009271848911358781,0.9803708439592815,0.10244910092346834
78,0.9973145780051151,0.008396613993617302,0.9807544757033249,0.10087335731256768
79,0.9972666240409207,0.00859394075729035,0.9811381074168798,0.10263551013120428
80,0.9970907928388747,0.008804292796457143,0.9810102301485398,0.0951927896086432
81,0.9972346547314578,0.008508710370805394,0.9805626598465473,0.10641028776996658
82,0.9974264705882353,0.00853514603361052,0.9797953964194374,0.10446515882874298
83,0.9978420716112532,0.007722837003586294,0.9803708439897698,0.1027360026109781
84,0.9974424552429667,0.008066140127204302,0.9801150895140665,0.1049170350866423
85,0.9971227621483376,0.008895835888366989,0.9824168797649081,0.09868323015829879
86,0.9973945012787724,0.007655062912765475,0.9804347825782074,0.10589925636386885
87,0.9972826086956522,0.007584210046134057,0.9820971866702789,0.10381033285339258
88,0.9972826086956522,0.008718947826080535,0.9820971867007673,0.09405117712428347
89,0.9973465473145781,0.007600909137375583,0.9815856777493606,0.08942334668306016
90,0.9974904092071611,0.008411482109053176,0.9826086956521739,0.08971032871323376
91,0.9977141943734016,0.007144315088868921,0.9817135549872122,0.10095933757424473
92,0.9972985933503836,0.009066507872608326,0.981713554956724,0.09747752007774917
93,0.9976822250639387,0.007183598252748225,0.9784526854219949,0.12445926914485386
94,0.9978580562659847,0.006269631867458683,0.9804347826086957,0.10448630172673974
95,0.9975223785166241,0.0073920955534442535,0.9806265984654732,0.0986689952832712
96,0.9978740409207161,0.0068843063587509514,0.9824168797953964,0.09622087195381036
97,0.9976822250639387,0.00782598457127532,0.9806265984349848,0.10355218198960744
98,0.9981457800511508,0.005900752620937172,0.9811381073863915,0.10333249162629081
99,0.9973945012787724,0.00823396224087002,0.9819693094324273,0.09450940581924475
100,0.9976342710997442,0.007005199311639965,0.9815856777188723,0.10149602257635958
101,0.997906010230179,0.0068253945852720654,0.9771739130739666,0.11918772670407513
102,0.997554347826087,0.008140967110752233,0.9817135549872122,0.10424088498268033
103,0.9983855498721228,0.0050172134007515036,0.9808823529411764,0.10222612438314559
104,0.9980019181585678,0.0061601998918595574,0.9811381073863915,0.1075897242531565
105,0.9976502557544757,0.006788838796372547,0.9804987211971332,0.11055018225352933
106,0.9977781329923273,0.006949313268373806,0.9815856777188723,0.09898053140075071
107,0.9978260869565218,0.006957494893507214,0.9820971866702789,0.09928833548132705
108,0.9979539641943734,0.006534787117778581,0.979411764675394,0.10621320476492821
109,0.998113810741688,0.006157795969384771,0.9812659846242432,0.10803270092280685
110,0.9979699488491048,0.005662892203352506,0.983312020460358,0.095192305711133
