epoch,acc,loss,val_acc,val_loss
0,0.7890824808184144,0.7407709861845921,0.8781969309158032,0.40218719493245225
1,0.9169117647058823,0.2739972023479164,0.9040920715807649,0.31321401023460776
2,0.9448369565217392,0.17695066215556182,0.9285805626903348,0.2552857635823814
3,0.9567615089514067,0.13513707042525253,0.9303069053403556,0.2557665542196816
4,0.9665121483375959,0.10570546879178232,0.922762148337596,0.3189870970957267
5,0.9696771099744246,0.09842833543465475,0.9244245523991792,0.3304543354103099
6,0.9742167519181586,0.08872936148185814,0.9242966751613275,0.3567470467642255
7,0.9758951406649616,0.07913557763710959,0.9335038362866472,0.3356267089716128
8,0.9774296675191816,0.08058988250548449,0.9294757033552965,0.3658637539919494
9,0.9789002557544757,0.07879554262692874,0.930562659816059,0.3504576888031867
10,0.9803228900255755,0.0719638230988666,0.9282608695957058,0.4189021305464681
11,0.9816496163682864,0.07083905843396178,0.9340792839179564,0.38994594925857934
12,0.9819693094629156,0.07002965524514719,0.9310102301485398,0.4432340793375163
13,0.9840473145780051,0.06503972805076465,0.9334398976677214,0.4267832695196122
14,0.9830402813299233,0.07258147521753829,0.9361892582815321,0.4362705424656611
15,0.9837755754475703,0.0694227179550906,0.9306905371148873,0.5194921787707251
16,0.9852941176470589,0.06505257881895803,0.9388746802764171,0.4770603402098894
17,0.9859494884910486,0.06618823815746268,0.9395140664656754,0.4227925754080893
18,0.9857257033248081,0.07100344851716862,0.930562659816059,0.5283345774994441
19,0.9875959079283887,0.058315848918506705,0.9331202045730923,0.5324908998800827
20,0.9849744245524297,0.07696845553903975,0.9394501278467495,0.4933505614028878
21,0.9875159846547314,0.067131502230776,0.9346547314273123,0.5688963267887985
22,0.9876278772378516,0.06751414005418743,0.9369565217391305,0.5385640807238964
23,0.9869725063938619,0.07331145898241447,0.9317135549567239,0.621294143296562
24,0.9879955242966751,0.07114697549902473,0.9373401534221971,0.5369022228413999
25,0.9873081841432225,0.07534282292296976,0.935485933473348,0.6120156688853888
26,0.988826726342711,0.07130199250918233,0.9399616367981561,0.5885933985541625
27,0.9883152173913043,0.07644763020271289,0.9358056265679772,0.6125656890151443
28,0.9893382352941177,0.07216565077154548,0.9351662403787189,0.6496022892128227
29,0.9879795396419437,0.08255732095268493,0.9403452685117112,0.6027399121888608
30,0.9890824808184143,0.07659974155471587,0.9356138107111996,0.6706958844073276
31,0.9894980818414322,0.07724048770733134,0.9367007672329388,0.6671960732662812
32,0.9886349104859335,0.08487642399363873,0.9388107416574912,0.6964811079980423
33,0.9898497442455243,0.08210788205621293,0.9372122761843454,0.6986882009455665
34,0.9879635549872122,0.09207710289829404,0.9400895140360078,0.678037216949093
35,0.9898337595907929,0.08040882547626549,0.9404092071916136,0.6849928323525994
36,0.9895140664961637,0.0841192877171106,0.9411125319388212,0.6782730618696138
37,0.9900415601023018,0.08787846951985803,0.9410485933198953,0.6959276691631424
38,0.9905850383631714,0.08003260826876624,0.9386828644501278,0.7262179528281366
39,0.98826726342711,0.10657459311079803,0.9336956521434248,0.7769065232203004
40,0.9891144501278772,0.09938580801162412,0.9370843989464938,0.7784666287648228
41,0.9899936061381074,0.08983846550836787,0.9429667518876702,0.6780921584644505
42,0.9903612531969309,0.0874908962843801,0.9386828644196396,0.7398397339061284
43,0.9894501278772379,0.10089937549145736,0.9385549871817879,0.7746817429975859
44,0.9892902813299232,0.10956935690801727,0.9391304347521204,0.7699325869940135
45,0.9890984654731457,0.11144304216215874,0.941815856807982,0.7567818223016297
46,0.9894980818414322,0.10770975857721776,0.9400895140360078,0.7564511295185182
47,0.990153452685422,0.10132559717622032,0.9435421995189793,0.7306446452276064
48,0.98980179028133,0.10705375846190228,0.9441815856472611,0.7345230458269079
49,0.9893382352941177,0.1154175744686975,0.9429028132687445,0.7521810738225317
50,0.9888107416879796,0.12388544269180174,0.9467391304042942,0.702810651722877
51,0.9890505115089514,0.12093891764871513,0.9433503836012253,0.7496021439631879
52,0.9894181585677749,0.11341640602887587,0.9398337595603046,0.818078622651968
53,0.988826726342711,0.13102065341024297,0.9434143222201511,0.7848863524957802
54,0.988475063938619,0.13540454866550744,0.9367647058518647,0.8650751336681954
55,0.9888586956521739,0.13089995858136202,0.943030690506596,0.7711890740852487
56,0.988826726342711,0.1318319261359501,0.9376598465168263,0.8598104673912451
57,0.9900255754475703,0.1208681805696709,0.9343989769820972,0.9208970244026468
58,0.9878676470588236,0.14878336071524315,0.9393222506088978,0.846583206712321
59,0.9876918158567775,0.14750618664002801,0.9409846547009695,0.819802907205119
60,0.9886349104859335,0.1382015567921397,0.9387468030385654,0.8749080926874675
61,0.9895140664961637,0.13199819025755954,0.9446930946596444,0.7826548481359259
62,0.986524936061381,0.173666265241428,0.9337595907623506,0.9474991783798004
63,0.9894501278772379,0.1345872598007358,0.9405370843684887,0.855538427137087
64,0.9873721227621484,0.16480582009750608,0.9435421994580028,0.8162645851927952
65,0.9871962915601024,0.16586911787934303,0.9416879795701303,0.83358676594418
66,0.98826726342711,0.15165243951130233,0.9410485933198953,0.8539735278876317
67,0.9873561381074168,0.16798382876310505,0.9386828644196396,0.8903853858017176
68,0.9861253196930946,0.1885832827102313,0.9376598465778029,0.9140782931516759
69,0.9874680306905371,0.166011941323135,0.9442455242661869,0.8144444555719657
70,0.9873561381074168,0.16867415375954015,0.9434782609000535,0.8282582295976676
71,0.9880914322250639,0.1606758233194004,0.9390664961331946,0.8946113363622886
72,0.9857416879795396,0.19569616270080592,0.9376598465168263,0.9125859629707741
73,0.9843989769820972,0.213107300282389,0.9401534526549337,0.8806801217292487
74,0.987675831202046,0.16686590165131154,0.9398337595603046,0.8910861931437425
75,0.9884910485933504,0.15806953424494413,0.9433503836012253,0.8413803337679744
76,0.9853260869565217,0.2054505439418269,0.937723785135752,0.9362703930690831
77,0.9862052429667519,0.19238021214968568,0.9382352940871588,0.924786302933889
78,0.9862212276214833,0.193077488806254,0.9388107417184679,0.9198189947233234
79,0.985437979539642,0.20655179048361488,0.9379795396419437,0.9287522914743438
80,0.9867327365728901,0.18730102135065102,0.9351662403787189,0.9757730909865284
81,0.9838395140664962,0.23015568394947764,0.9317774935756498,1.0247213858340851
82,0.9849424552429668,0.21699280418264086,0.9359335038058288,0.9669424961155775
83,0.9856457800511509,0.20312798071466268,0.9336317135244989,1.0134650729592791
84,0.9838874680306905,0.23819429484845972,0.9343989769516089,0.9993418199715542
85,0.9825127877237851,0.2544803654005737,0.9385549871817879,0.9374674508876666
86,0.9847826086956522,0.22169917347589485,0.9341432224759055,1.0072204413856982
87,0.9861093350383632,0.20103544262229195,0.9340153452380539,1.0054261516968501
88,0.9839993606138108,0.22997003141780464,0.9386828644196396,0.9194395790767783
89,0.9862851662404092,0.19683194847638988,0.9359335038058288,0.9656244478650693
90,0.9846867007672634,0.22247636834633347,0.9327365728595373,1.0339830268631827
91,0.9849744245524297,0.21992508401878957,0.9382352940871588,0.9427452679377586
92,0.9837915601023018,0.23370379376286568,0.935869565186903,0.9758702492888761
93,0.982960358056266,0.25185710704171566,0.9361892582815321,0.9784028227357926
94,0.9843510230179028,0.22985762315008712,0.9304347825782073,1.0707594727280179
95,0.982225063938619,0.2646988634321817,0.9377877237546779,0.9573878415813025
96,0.9841112531969309,0.23377245425066823,0.9423913043173378,0.8869823015085808
97,0.9853260869565217,0.21601419756460372,0.9418158567470053,0.889018580053755
98,0.9837755754475703,0.24078091530468798,0.9417519181280795,0.9067455518189991
99,0.9832960358056266,0.24462813007123418,0.9378516623736037,0.9604261388701796
100,0.9865089514066496,0.20005481546008538,0.935102301759793,0.9937240991042992
